Time,Y,Yd,Ydd
4.99582,-545.626,2627.42,3711.41
5.00779,-513.919,2671.83,3711.41
5.01975,-481.681,2716.24,3711.41
5.03172,-448.911,2760.66,3711.41
5.04369,-415.611,2805.07,3711.41
5.05565,-381.778,2849.48,3711.41
5.06762,-347.414,2893.89,3711.41
5.07959,-312.52,2938.31,3711.41
5.09155,-277.092,2982.72,3711.41
5.10352,-241.134,3027.13,3711.41
5.11549,-204.644,3071.54,3711.41
5.12745,-167.623,3115.96,3711.41
5.13942,-130.07,3160.37,3711.41
5.15138,-91.9863,3204.78,3711.41
5.16335,-53.3701,3249.19,3711.41
5.17532,-14.2236,3293.61,3711.41
5.18728,25.4561,3338.02,3711.41
5.19925,65.666,3382.43,3711.41
5.21122,106.408,3426.84,3711.41
5.22318,147.68,3471.26,3711.41
5.23515,189.484,3515.67,3711.41
5.24712,231.82,3560.08,3711.41
5.25908,274.688,3604.49,3711.41
5.27105,318.087,3648.91,3711.41
5.28302,362.017,3693.32,3711.41
5.29498,406.479,3737.73,3711.41
5.30695,451.472,3782.14,3711.41
5.31891,496.996,3826.55,3711.41
5.33088,543.052,3870.97,3711.41
5.34285,589.64,3915.38,3711.41
5.35481,636.758,3959.79,3711.41
5.36678,684.409,4004.21,3711.41
5.37875,732.591,4048.62,3711.41
5.39071,781.305,4093.03,3711.41
5.40268,830.55,4137.44,3711.41
5.41465,880.326,4181.85,3711.41
5.42661,930.634,4226.27,3711.41
5.43858,981.473,4270.68,3711.41
5.45055,1032.84,4315.09,3711.41
5.46251,1084.74,4359.5,3711.41
5.47448,1137.18,4403.92,3711.41
5.48645,1190.14,4448.33,3711.41
5.49841,1243.64,4492.74,3711.41
5.51038,1297.67,4537.15,3711.41
5.52234,1352.23,4581.57,3711.41
5.53431,1407.32,4625.98,3711.41
5.54628,1462.94,4670.39,3711.41
5.55824,1519.09,4714.8,3711.41
5.57021,1575.78,4759.22,3711.41
5.58218,1633,4803.63,3711.41
5.59414,1690.75,4848.04,3711.41
5.60611,1749.02,4892.45,3711.41
5.61808,1807.84,4936.87,3711.41
5.63004,1867.18,4981.28,3711.41
5.64201,1927.05,5025.69,3711.41
5.65398,1987.43,5055.92,0
5.66594,2047.93,5055.92,0
5.67791,2108.43,5055.92,0
5.68988,2168.94,5055.92,0
5.70184,2229.44,5055.92,0
5.71381,2289.94,5055.92,0
5.72577,2350.44,5055.92,0
5.73774,2410.94,5055.92,0
5.74971,2471.44,5055.92,0
5.76167,2531.94,5055.92,0
5.77364,2592.45,5055.92,0
5.78561,2652.95,5055.92,0
5.79757,2713.45,5055.92,0
5.80954,2773.95,5055.92,0
5.82151,2834.45,5055.92,0
5.83347,2894.95,5055.92,0
5.84544,2955.46,5055.92,0
5.85741,3015.96,5055.92,0
5.86937,3076.46,5055.92,0
5.88134,3136.96,5055.92,0
5.89331,3197.46,5055.92,0
5.90527,3257.96,5055.92,0
5.91724,3318.46,5055.92,0
5.9292,3378.97,5055.92,0
5.94117,3439.47,5055.92,0
5.95314,3499.97,5055.92,0
5.9651,3560.47,5055.92,0
5.97707,3620.97,5055.92,0
5.98904,3681.47,5055.92,0
6.001,3741.97,5055.92,0
6.01297,3802.48,5055.92,0
6.02494,3862.98,5055.92,0
6.0369,3923.48,5055.92,0
6.04887,3983.98,5055.92,0
6.06084,4044.48,5055.92,0
6.0728,4104.98,5055.92,0
6.08477,4165.49,5055.92,0
6.09674,4225.99,5055.92,0
6.1087,4286.49,5055.92,0
6.12067,4346.99,5055.92,0
6.13263,4407.49,5055.92,0
6.1446,4467.99,5055.92,0
6.15657,4528.49,5055.92,0
6.16853,4589,5055.92,0
6.1805,4649.5,5055.92,0
6.19247,4710,5055.92,0
6.20443,4770.5,5055.92,0
6.2164,4831,5055.92,0
6.22837,4891.5,5055.92,0
6.24033,4952,5055.92,0
6.2523,5012.51,5055.92,0
6.26427,5073.01,5055.92,0
6.27623,5133.51,5055.92,0
6.2882,5194.01,5055.92,0
6.30017,5254.51,5055.92,0
6.31213,5315.01,5055.92,0
6.3241,5375.52,5055.92,0
6.33606,5436.02,5055.92,0
6.34803,5496.52,5055.92,0
6.36,5557.02,5055.92,0
6.37196,5617.52,5055.92,0
6.38393,5678.02,5055.92,0
6.3959,5738.52,5055.92,0
6.40786,5799.03,5055.92,0
6.41983,5859.53,5055.92,0
6.4318,5920.03,5055.92,0
6.44376,5980.53,5055.92,0
6.45573,6041.03,5055.92,0
6.4677,6101.53,5055.92,0
6.47966,6162.03,5055.92,0
6.49163,6222.54,5055.92,0
6.5036,6283.04,5055.92,0
6.51556,6343.54,5055.92,0
6.52753,6404.04,5055.92,0
6.53949,6464.54,5055.92,0
6.55146,6525.04,5055.92,0
6.56343,6585.55,5055.92,0
6.57539,6646.05,5055.92,0
6.58736,6706.55,5055.92,0
6.59933,6767.05,5055.92,0
6.61129,6827.55,5055.92,0
6.62326,6888.05,5055.92,0
6.63523,6948.55,5055.92,0
6.64719,7009.06,5055.92,0
6.65916,7069.56,5055.92,0
6.67113,7130.06,5055.92,0
6.68309,7190.56,5055.92,0
6.69506,7251.06,5055.92,0
6.70703,7311.56,5055.92,0
6.71899,7372.06,5055.92,0
6.73096,7432.57,5055.92,0
6.74292,7493.07,5055.92,0
6.75489,7553.57,5055.92,0
6.76686,7614.07,5055.92,0
6.77882,7674.57,5055.92,0
6.79079,7735.07,5055.92,0
6.80276,7795.58,5055.92,0
6.81472,7856.08,5055.92,0
6.82669,7916.58,5055.92,0
6.83866,7977.08,5055.92,0
6.85062,8037.58,5055.92,0
6.86259,8098.08,5055.92,0
6.87456,8158.58,5055.92,0
6.88652,8219.09,5055.92,0
6.89849,8279.59,5055.92,0
6.91045,8340.09,5055.92,0
6.92242,8400.59,5055.92,0
6.93439,8461.09,5055.92,0
6.94635,8521.59,5055.92,0
6.95832,8582.09,5055.92,0
6.97029,8642.59,5055.92,0
6.98225,8703.09,5055.92,0
6.99422,8763.59,5055.92,0
7.00619,8824.09,5055.92,0
7.01815,8884.59,5055.92,0
7.03012,8945.09,5055.92,0
7.04208,9005.59,5055.92,0
7.05405,9066.09,5055.92,0
7.06602,9126.59,5055.92,0
7.07798,9187.09,5055.92,0
7.08995,9247.59,5055.92,0
7.10191,9308.09,5055.92,0
7.11388,9368.59,5055.92,0
7.12585,9429.1,5055.92,0
7.13781,9489.6,5055.92,0
7.14978,9550.1,5055.92,0
7.16175,9610.6,5055.92,0
7.17371,9671.1,5055.92,0
7.18568,9731.6,5055.92,0
7.19764,9792.1,5055.92,0
7.20961,9852.6,5055.92,0
7.22158,9913.1,5055.92,0
7.23354,9973.6,5055.92,0
7.24551,10034.1,5055.92,0
7.25748,10094.6,5055.92,0
7.26944,10155.1,5055.92,0
7.28141,10215.6,5055.92,0
7.29337,10276.1,5055.92,0
7.30534,10336.6,5055.92,0
7.31731,10397.1,5055.92,0
7.32927,10457.6,5055.92,0
7.34124,10518.1,5055.92,0
7.35321,10578.6,5055.92,0
7.36517,10639.1,5055.92,0
7.37714,10699.6,5055.92,0
7.3891,10760.1,5055.92,0
7.40107,10820.6,5055.92,0
7.41304,10881.1,5055.92,0
7.425,10941.6,5055.92,0
7.43697,11002.1,5055.92,0
7.44894,11062.6,5055.92,0
7.4609,11123.1,5055.92,0
7.47287,11183.6,5055.92,0
7.48483,11244.1,5055.92,0
7.4968,11304.6,5055.92,0
7.50877,11365.1,5055.92,0
7.52073,11425.6,5055.92,0
7.5327,11486.1,5055.92,0
7.54467,11546.6,5055.92,0
7.55663,11606.9,5018.59,-3711.41
7.5686,11666.7,4974.18,-3711.41
7.58056,11726,4929.77,-3711.41
7.59253,11784.7,4885.35,-3711.41
7.6045,11842.9,4840.94,-3711.41
7.61646,11900.5,4796.53,-3711.41
7.62843,11957.7,4752.12,-3711.41
7.6404,12014.3,4707.71,-3711.41
7.65236,12070.3,4663.3,-3711.41
7.66433,12125.9,4618.88,-3711.41
7.67629,12180.9,4574.47,-3711.41
7.68826,12235.4,4530.06,-3711.41
7.70023,12289.3,4485.65,-3711.41
7.71219,12342.7,4441.24,-3711.41
7.72416,12395.6,4396.83,-3711.41
7.73612,12447.9,4352.41,-3711.41
7.74809,12499.8,4308,-3711.41
7.76006,12551,4263.59,-3711.41
7.77202,12601.8,4219.18,-3711.41
7.78399,12652,4174.77,-3711.41
7.79596,12701.7,4130.36,-3711.41
7.80792,12750.9,4085.94,-3711.41
7.81989,12799.5,4041.53,-3711.41
7.83185,12847.6,3997.12,-3711.41
7.84382,12895.2,3952.71,-3711.41
7.85579,12942.2,3908.3,-3711.41
7.86775,12988.7,3863.89,-3711.41
7.87972,13034.7,3819.48,-3711.41
7.89169,13080.1,3775.06,-3711.41
7.90365,13125,3730.65,-3711.41
7.91562,13169.4,3686.24,-3711.41
7.92758,13213.2,3641.83,-3711.41
7.93955,13256.5,3597.42,-3711.41
7.95152,13299.3,3553.01,-3711.41
7.96348,13341.6,3508.59,-3711.41
7.97545,13383.3,3464.18,-3711.41
7.98742,13424.5,3419.77,-3711.41
7.99938,13465.1,3375.36,-3711.41
8.01135,13505.3,3330.95,-3711.41
8.02331,13544.8,3286.54,-3711.41
8.03528,13583.9,3242.12,-3711.41
8.04725,13622.4,3197.71,-3711.41
8.05921,13660.4,3153.3,-3711.41
8.07118,13697.9,3108.89,-3711.41
8.08315,13734.8,3064.48,-3711.41
8.09511,13771.2,3020.07,-3711.41
8.10708,13807.1,2975.66,-3711.41
8.11904,13842.5,2931.24,-3711.41
8.13101,13877.3,2886.83,-3711.41
8.14298,13911.6,2842.42,-3711.41
8.15494,13945.3,2798.01,-3711.41
8.16691,13978.5,2753.6,-3711.41
8.17887,14011.2,2709.19,-3711.41
8.19084,14043.4,2664.77,-3711.41
8.20281,14075,2620.36,-3711.41
8.21477,14106.1,2575.95,-3711.41
8.22674,14136.6,2531.54,-3711.41
8.23871,14166.7,2487.13,-3711.41
8.25067,14196.1,2442.72,-3711.41
8.26264,14225.1,2398.3,-3711.41
8.2746,14253.5,2353.89,-3711.41
8.28657,14281.4,2309.48,-3711.41
8.29854,14308.8,2265.07,-3711.41
8.3105,14335.7,2220.66,-3711.41
8.32247,14362,2176.25,-3711.41
8.33444,14387.7,2131.84,-3711.41
8.3464,14413,2087.42,-3711.41
8.35837,14437.7,2043.01,-3711.41
8.37033,14461.9,1998.6,-3711.41
8.3823,14485.5,1954.19,-3711.41
8.39427,14508.6,1909.78,-3711.41
8.40623,14531.2,1865.37,-3711.41
8.4182,14553.3,1820.95,-3711.41
8.43017,14574.8,1776.54,-3711.41
8.44213,14595.8,1732.13,-3711.41
8.4541,14616.3,1687.72,-3711.41
8.46606,14636.2,1643.31,-3711.41
8.47803,14655.6,1598.9,-3711.41
8.49,14674.5,1554.48,-3711.41
8.50196,14692.8,1510.07,-3711.41
8.51393,14710.6,1465.66,-3711.41
8.5259,14727.9,1421.25,-3711.41
8.53786,14744.6,1376.84,-3711.41
8.54983,14760.8,1332.43,-3711.41
8.56179,14776.5,1288.02,-3711.41
8.57376,14791.6,1243.6,-3711.41
8.58573,14806.3,1199.19,-3711.41
8.59769,14820.3,1154.78,-3711.41
8.60966,14833.9,1110.37,-3711.41
8.62163,14846.9,1065.96,-3711.41
8.63359,14859.4,1021.55,-3711.41
8.64556,14871.4,977.134,-3711.41
8.65752,14882.8,932.723,-3711.41
8.66949,14893.7,888.311,-3711.41
8.68146,14904.1,843.9,-3711.41
8.69342,14913.9,799.488,-3711.41
8.70539,14923.2,755.076,-3711.41
8.71736,14932,710.665,-3711.41
8.72932,14940.2,666.253,-3711.41
8.74129,14947.9,621.842,-3711.41
8.75325,14955.1,577.43,-3711.41
8.76522,14961.7,533.019,-3711.41
8.77719,14967.8,488.607,-3711.41
8.78915,14973.4,444.195,-3711.41
8.80112,14978.5,399.784,-3711.41
8.81309,14983,355.372,-3711.41
8.82505,14987,310.961,-3711.41
8.83702,14990.4,266.549,-3711.41
8.84898,14993.4,222.138,-3711.41
8.86095,14995.7,177.726,-3711.41
8.87292,14997.6,133.314,-3711.41
8.88488,14998.9,88.9028,-3711.41
8.89685,14999.7,44.4912,-3711.41
